Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,204.69232177734375,214.3000030517578,217.4499969482422,213.1999969482422,216.14999389648438,5085208
2020-01-02,210.28004455566406,220.14999389648438,221.1999969482422,216.0,216.0,15238841
2020-01-03,206.7459259033203,216.4499969482422,219.9499969482422,216.0500030517578,219.3000030517578,8658243
2020-01-06,199.91650390625,209.3000030517578,215.64999389648438,208.0500030517578,215.0,7798846
2020-01-07,199.4866943359375,208.85000610351562,213.1999969482422,207.6999969482422,210.5500030517578,12767569
2020-01-08,198.10165405273438,207.39999389648438,208.64999389648438,204.5,206.0,12470053
2020-01-09,201.30149841308594,210.75,211.9499969482422,208.89999389648438,211.5,8676205
2020-01-10,202.0178680419922,211.5,214.1999969482422,210.1999969482422,212.3000030517578,7800086
2020-01-13,201.73130798339844,211.1999969482422,213.0,209.5,212.8000030517578,6614653
2020-01-14,202.4476776123047,211.9499969482422,214.75,210.8000030517578,212.5,7981507
2020-01-15,204.07147216796875,213.64999389648438,215.0,210.0,211.10000610351562,9564560
2020-01-16,200.25079345703125,209.64999389648438,214.75,209.0,214.0,6986058
2020-01-17,200.6328582763672,210.0500030517578,212.0,208.14999389648438,209.5,8678002
2020-01-20,198.00616455078125,207.3000030517578,210.8000030517578,206.75,210.10000610351562,3977566
2020-01-21,195.9525604248047,205.14999389648438,208.5,204.64999389648438,206.0,4479791
2020-01-22,194.4720458984375,203.60000610351562,207.8000030517578,203.0,205.60000610351562,6268889
2020-01-23,195.4272003173828,204.60000610351562,205.35000610351562,202.75,203.60000610351562,5560681
2020-01-24,196.19134521484375,205.39999389648438,207.6999969482422,202.25,204.5,5749852
2020-01-27,189.36190795898438,198.25,203.5500030517578,197.39999389648438,203.5500030517578,7942736
2020-01-28,187.2127685546875,196.0,199.39999389648438,194.1999969482422,199.39999389648438,6308211
2020-01-29,188.8843231201172,197.75,200.39999389648438,197.10000610351562,197.64999389648438,8978837
2020-01-30,184.777099609375,193.4499969482422,197.75,192.6999969482422,197.3000030517578,8588693
2020-01-31,180.86093139648438,189.35000610351562,195.14999389648438,188.25,194.8000030517578,6008376
2020-02-03,173.64939880371094,181.8000030517578,185.60000610351562,180.3000030517578,183.89999389648438,7678833
2020-02-04,180.76536560058594,189.25,190.35000610351562,183.0,183.0,9235507
2020-02-05,187.4993133544922,196.3000030517578,197.5500030517578,188.3000030517578,190.10000610351562,7411014
2020-02-06,185.30242919921875,194.0,197.35000610351562,192.64999389648438,196.39999389648438,7348886
2020-02-07,188.5500030517578,197.39999389648438,198.39999389648438,192.85000610351562,194.0,6977770
2020-02-10,182.29367065429688,190.85000610351562,196.9499969482422,189.60000610351562,195.89999389648438,5385023
2020-02-11,184.96810913085938,193.64999389648438,196.9499969482422,192.0,192.39999389648438,7530810
2020-02-12,184.96810913085938,193.64999389648438,196.39999389648438,191.1999969482422,194.25,10581151
2020-02-13,186.49636840820312,195.25,197.0,192.39999389648438,194.6999969482422,6711481
2020-02-14,185.30242919921875,194.0,197.0,193.4499969482422,195.5,3798528
2020-02-17,181.72055053710938,190.25,194.6999969482422,189.75,194.0,3484321
2020-02-18,176.0850830078125,184.35000610351562,189.4499969482422,181.75,189.14999389648438,8152961
2020-02-19,179.66693115234375,188.10000610351562,188.60000610351562,184.39999389648438,186.0,4317249
2020-02-20,181.43397521972656,189.9499969482422,191.0,185.39999389648438,187.8000030517578,6207445
2020-02-24,171.02268981933594,179.0500030517578,186.89999389648438,177.89999389648438,186.89999389648438,14690243
2020-02-25,166.62892150878906,174.4499969482422,181.4499969482422,174.0500030517578,181.0,10694830
2020-02-26,162.28289794921875,169.89999389648438,173.1999969482422,167.75,172.9499969482422,16855158
2020-02-27,160.8023681640625,168.35000610351562,170.3000030517578,166.14999389648438,169.9499969482422,7657497
2020-02-28,148.91055297851562,155.89999389648438,162.1999969482422,154.10000610351562,162.0,14033411
2020-03-02,143.03628540039062,149.75,161.4499969482422,146.85000610351562,160.5500030517578,11441351
2020-03-03,152.1581268310547,159.3000030517578,160.4499969482422,150.8000030517578,152.10000610351562,21836942
2020-03-04,153.39984130859375,160.60000610351562,161.6999969482422,156.89999389648438,160.0,12074078
2020-03-05,148.52850341796875,155.5,167.89999389648438,154.85000610351562,162.6999969482422,12338386
2020-03-06,143.37062072753906,150.10000610351562,151.4499969482422,140.0,148.9499969482422,11173720
2020-03-09,137.01873779296875,143.4499969482422,145.8000030517578,140.3000030517578,143.89999389648438,10550403
2020-03-11,131.62203979492188,137.8000030517578,142.35000610351562,137.10000610351562,142.0,9682790
2020-03-12,114.81109619140625,120.19999694824219,130.0,118.1500015258789,130.0,15926851
2020-03-13,121.73605346679688,127.44999694824219,130.0,103.0999984741211,113.9000015258789,15365436
2020-03-16,110.46509552001953,115.6500015258789,129.0500030517578,114.44999694824219,120.80000305175781,20577663
2020-03-17,110.2262954711914,115.4000015258789,120.8499984741211,113.8499984741211,117.0,11615932
2020-03-18,104.30424499511719,109.19999694824219,119.0,108.1500015258789,119.0,12105333
2020-03-19,95.27793884277344,99.75,107.9000015258789,97.55000305175781,103.0,11569487
2020-03-20,100.77013397216797,105.5,107.69999694824219,98.69999694824219,101.19999694824219,13928853
2020-03-23,83.95919799804688,87.9000015258789,99.94999694824219,84.9000015258789,94.94999694824219,14591356
2020-03-24,84.77108764648438,88.75,94.80000305175781,85.0,89.05000305175781,16845493
2020-03-25,90.3110580444336,94.55000305175781,97.19999694824219,88.05000305175781,88.94999694824219,7876385
2020-03-26,90.3110580444336,94.55000305175781,97.5999984741211,92.25,97.5,11013083
2020-03-27,87.445556640625,91.55000305175781,99.30000305175781,90.30000305175781,97.5,9158997
2020-03-30,84.81886291503906,88.80000305175781,91.44999694824219,86.55000305175781,88.0999984741211,9970397
2020-03-31,91.40950012207031,95.69999694824219,97.25,91.0,91.94999694824219,15557731
2020-04-01,87.54106903076172,91.6500015258789,95.4000015258789,91.0,94.94999694824219,9270755
2020-04-03,84.81886291503906,88.80000305175781,93.44999694824219,88.4000015258789,92.0999984741211,8216768
2020-04-07,99.28962707519531,103.94999694824219,106.55000305175781,90.0,92.1500015258789,23639659
2020-04-08,96.32860565185547,100.8499984741211,111.80000305175781,98.9000015258789,99.5,24227474
2020-04-09,102.72823333740234,107.55000305175781,109.0,101.8499984741211,105.0,14943427
2020-04-13,108.69802856445312,113.80000305175781,114.3499984741211,105.0999984741211,109.0,23259069
2020-04-15,109.93974304199219,115.0999984741211,124.0,113.80000305175781,120.0,45561393
2020-04-16,115.1454086303711,120.55000305175781,121.9000015258789,114.44999694824219,118.9000015258789,18971910
2020-04-17,118.5840072631836,124.1500015258789,125.69999694824219,119.0999984741211,124.0,14577288
2020-04-20,111.22920989990234,116.44999694824219,125.1500015258789,115.75,125.0,18342210
2020-04-21,102.29841613769531,107.0999984741211,113.69999694824219,105.80000305175781,113.6500015258789,22935311
2020-04-22,103.4446029663086,108.30000305175781,108.75,102.75,106.5,14419829
2020-04-23,106.26234436035156,111.25,113.30000305175781,108.3499984741211,109.0,16545796
2020-04-24,99.00308227539062,103.6500015258789,109.94999694824219,102.8499984741211,109.94999694824219,16901936
2020-04-27,103.34909057617188,108.19999694824219,109.69999694824219,105.30000305175781,106.4000015258789,18657007
2020-04-28,103.87442779541016,108.75,110.6500015258789,106.69999694824219,109.19999694824219,13489808
2020-04-29,111.08595275878906,116.30000305175781,117.6500015258789,108.30000305175781,109.0,35702215
2020-04-30,124.36276245117188,130.1999969482422,132.1999969482422,119.5,120.0,45993216
2020-05-04,110.7038803100586,115.9000015258789,123.0,114.5999984741211,121.4000015258789,22496677
2020-05-05,110.7038803100586,115.9000015258789,120.75,115.0,120.0,19405341
2020-05-06,113.28282165527344,118.5999984741211,120.69999694824219,115.5,116.0,15993752
2020-05-07,112.37541961669922,117.6500015258789,122.0,116.69999694824219,117.0,16729796
2020-05-08,111.8500747680664,117.0999984741211,123.0,115.8499984741211,122.9000015258789,21602930
2020-05-11,114.38127136230469,119.75,121.4000015258789,117.55000305175781,118.94999694824219,13916698
2020-05-12,115.67073822021484,121.0999984741211,122.25,116.4000015258789,118.9000015258789,13673363
2020-05-13,118.01090240478516,123.55000305175781,126.94999694824219,121.5999984741211,125.5,13922270
2020-05-14,111.94559478759766,117.19999694824219,120.9000015258789,117.0,119.0,12778232
2020-05-15,113.9036865234375,119.25,120.9000015258789,117.4000015258789,118.4000015258789,12509914
2020-05-18,110.17853546142578,115.3499984741211,121.0,114.30000305175781,120.55000305175781,14500038
2020-05-19,112.0411148071289,117.30000305175781,120.4000015258789,116.55000305175781,117.75,15916351
2020-05-20,115.38420104980469,120.80000305175781,121.94999694824219,116.25,117.30000305175781,8718400
2020-05-21,123.69415283203125,129.5,130.75,120.6500015258789,121.4000015258789,34325670
2020-05-22,119.25261688232422,124.8499984741211,126.5,123.5999984741211,126.5,17058546
2020-05-26,123.31209564208984,129.10000610351562,130.4499969482422,125.5,125.55000305175781,18786655
2020-05-27,127.32379150390625,133.3000030517578,134.8000030517578,130.0,130.39999389648438,32423355
2020-05-28,132.1951141357422,138.39999389648438,139.39999389648438,133.60000610351562,134.39999389648438,21951352
2020-05-29,132.62496948242188,138.85000610351562,141.14999389648438,134.60000610351562,135.9499969482422,19390589
2020-06-01,132.91151428222656,139.14999389648438,145.4499969482422,138.5500030517578,141.89999389648438,14504755
2020-06-02,134.82183837890625,141.14999389648438,143.5,138.85000610351562,140.89999389648438,12836264
2020-06-03,136.9232177734375,143.35000610351562,146.8000030517578,142.3000030517578,142.89999389648438,12470626
2020-06-04,136.2545928955078,142.64999389648438,144.64999389648438,138.35000610351562,143.3000030517578,11358214
