Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,964.63427734375,976.4000244140625,980.0,961.5999755859375,965.0,349251
2020-01-02,957.6691284179688,969.3499755859375,975.7000122070312,966.0,975.7000122070312,335765
2020-01-03,963.3497924804688,975.0999755859375,982.7999877929688,969.0,970.0,451217
2020-01-06,971.25341796875,983.0999755859375,1003.0999755859375,958.0,966.0999755859375,895840
2020-01-07,973.0317993164062,984.9000244140625,1003.0,980.0,990.0,570304
2020-01-08,975.8473510742188,987.75,992.2999877929688,975.2000122070312,978.0,368547
2020-01-09,976.58837890625,988.5,998.0,979.75,996.7999877929688,614382
2020-01-10,977.0823364257812,989.0,997.0,983.2999877929688,989.0,351231
2020-01-13,977.922119140625,989.8499755859375,997.9500122070312,980.0,993.0,332236
2020-01-14,975.896728515625,987.7999877929688,994.0,984.0,993.0,369532
2020-01-15,986.1220703125,998.1500244140625,1002.0,981.0,988.0,533340
2020-01-16,987.85107421875,999.9000244140625,1003.0,992.0,1000.0,465355
2020-01-17,984.3438110351562,996.3499755859375,1009.7999877929688,985.25,999.7999877929688,372188
2020-01-20,969.6727294921875,981.5,1001.0,975.5,1000.0,341082
2020-01-21,961.0281372070312,972.75,987.0,970.2000122070312,980.0,355550
2020-01-22,969.8703002929688,981.7000122070312,992.5999755859375,972.0,980.0,1299987
2020-01-23,974.069091796875,985.9500122070312,1004.0,980.2000122070312,985.4000244140625,1151390
2020-01-24,987.752197265625,999.7999877929688,1020.0,977.0,986.0,1388247
2020-01-27,980.1943359375,992.1500244140625,1014.7000122070312,987.3499755859375,999.7999877929688,740311
2020-01-28,975.9461059570312,987.8499755859375,1007.0,975.75,993.0,578382
2020-01-29,995.6557006835938,1007.7999877929688,1012.1500244140625,988.0,992.0,538017
2020-01-30,986.2208862304688,998.25,1017.0,989.2999877929688,1014.0,561770
2020-01-31,982.1209106445312,994.0999755859375,1006.0,983.1500244140625,1005.0,445170
2020-02-03,901.6524047851562,912.6500244140625,921.8499755859375,856.6500244140625,895.0,4046967
2020-02-04,900.614990234375,911.5999755859375,922.9000244140625,896.0,912.0,2004591
2020-02-05,899.5776977539062,910.5499877929688,915.7999877929688,898.5,913.5999755859375,1337410
2020-02-06,908.4198608398438,919.5,925.0,912.0499877929688,916.0999755859375,1185756
2020-02-07,935.884765625,947.2999877929688,955.4500122070312,915.5499877929688,920.0,1642253
2020-02-10,941.3184814453125,952.7999877929688,956.25,938.0,952.0,734151
2020-02-11,928.42578125,939.75,960.4500122070312,935.7999877929688,960.4500122070312,584552
2020-02-12,921.60888671875,932.8499755859375,948.7999877929688,925.0,944.75,925589
2020-02-13,916.372802734375,927.5499877929688,937.0,916.0,937.0,551572
2020-02-14,903.2330322265625,914.25,932.4000244140625,907.0,932.4000244140625,402685
2020-02-17,903.38134765625,914.4000244140625,919.4500122070312,904.0,915.5,355839
2020-02-18,905.011474609375,916.0499877929688,921.4500122070312,907.0999755859375,915.0,901858
2020-02-19,926.8944702148438,938.2000122070312,942.4500122070312,918.0999755859375,918.0999755859375,786366
2020-02-20,917.5584106445312,928.75,945.0,921.7000122070312,939.7000122070312,784552
2020-02-24,905.5547485351562,916.5999755859375,941.5,910.0,923.5999755859375,493211
2020-02-25,890.34033203125,901.2000122070312,934.7000122070312,891.75,923.5,760359
2020-02-26,880.6090087890625,891.3499755859375,914.7999877929688,881.5,893.7999877929688,807168
2020-02-27,894.4402465820312,905.3499755859375,913.9000244140625,875.0,890.7999877929688,821122
2020-02-28,879.6705322265625,890.4000244140625,895.0,875.0,886.0,1002851
2020-03-02,883.375244140625,894.1500244140625,909.0,878.0,895.1500244140625,629219
2020-03-03,889.006591796875,899.8499755859375,914.0,892.0499877929688,903.0499877929688,615494
2020-03-04,874.4343872070312,885.0999755859375,912.0,877.0,902.9000244140625,769392
2020-03-05,873.7921752929688,884.4500122070312,901.4500122070312,876.5499877929688,891.3499755859375,1014502
2020-03-06,843.6597290039062,853.9500122070312,881.5,848.2999877929688,865.0,1436479
2020-03-09,815.35498046875,825.2999877929688,861.9000244140625,803.0,836.2000122070312,1424660
2020-03-11,799.2019653320312,808.9500122070312,847.9000244140625,784.1500244140625,819.0,1305970
2020-03-12,742.641845703125,751.7000122070312,775.7000122070312,700.0,761.0,2111588
2020-03-13,752.7683715820312,761.9500122070312,795.0,625.0999755859375,665.0,2077130
2020-03-16,722.7346801757812,731.5499877929688,772.8499755859375,661.5999755859375,701.0,1588572
2020-03-17,678.7215576171875,687.0,768.5,675.0,732.0,1398542
2020-03-18,589.0650634765625,596.25,696.9500122070312,588.1500244140625,695.0499877929688,2202064
2020-03-19,600.3770141601562,607.7000122070312,619.9000244140625,519.4000244140625,565.0,2916821
2020-03-20,625.8662109375,633.5,680.75,606.0,627.0,2004915
2020-03-23,532.7025756835938,539.2000122070312,617.0,522.2000122070312,569.9500122070312,1652165
2020-03-24,539.66748046875,546.25,589.9500122070312,535.0,551.4000244140625,1108727
2020-03-25,580.7662963867188,587.8499755859375,630.0,530.0,530.0,1610706
2020-03-26,610.701171875,618.1500244140625,665.0,595.3499755859375,603.5,1629666
2020-03-27,595.5856323242188,602.8499755859375,657.0,585.0,636.2000122070312,1299441
2020-03-30,614.5047607421875,622.0,634.5,575.0,598.9000244140625,1301701
2020-03-31,633.2758178710938,641.0,653.7000122070312,624.1500244140625,638.0,1087481
2020-04-01,627.4468994140625,635.0999755859375,659.0,628.0,641.9000244140625,971706
2020-04-03,642.3156127929688,650.1500244140625,665.0,627.2999877929688,648.0,1279329
2020-04-07,726.439453125,735.2999877929688,748.2999877929688,653.0,665.0,1916861
2020-04-08,733.8490600585938,742.7999877929688,795.0,721.0,741.9000244140625,1443627
2020-04-09,730.5394287109375,739.4500122070312,773.9500122070312,735.0499877929688,755.0,683512
2020-04-13,699.221435546875,707.75,749.9500122070312,700.0,745.0,760239
2020-04-15,692.4540405273438,700.9000244140625,724.9500122070312,695.0999755859375,720.0,1232607
2020-04-16,676.9925537109375,685.25,698.0,681.0999755859375,690.0,1363923
2020-04-17,693.9853515625,702.4500122070312,721.0,687.0,703.5499877929688,1777451
2020-04-20,691.5648803710938,700.0,712.1500244140625,697.0,703.0,1360101
2020-04-21,663.210693359375,671.2999877929688,691.1500244140625,667.0,688.0,677346
2020-04-22,696.3070678710938,704.7999877929688,709.0,675.0,685.9000244140625,954059
2020-04-23,709.002197265625,717.6500244140625,732.5,709.0,712.0,1219237
2020-04-24,670.966064453125,679.1500244140625,706.8499755859375,676.0,701.0,1016019
2020-04-27,705.4949340820312,714.0999755859375,727.0,688.1500244140625,694.75,3275845
2020-04-28,711.1755981445312,719.8499755859375,728.0,706.5499877929688,724.0,1002540
2020-04-29,704.7538452148438,713.3499755859375,723.0,708.4000244140625,723.0,634432
2020-04-30,718.09130859375,726.8499755859375,741.0,716.8499755859375,735.2000122070312,1925414
2020-05-04,679.3637084960938,687.6500244140625,726.0,675.5,710.0,1418017
2020-05-05,704.9515380859375,713.5499877929688,734.7000122070312,698.2000122070312,705.0,4310285
2020-05-06,722.3395385742188,731.1500244140625,749.0,706.0,716.9500122070312,3664820
2020-05-07,726.2913818359375,735.1500244140625,742.5,723.5,737.0,1345672
2020-05-08,750.8912353515625,760.0499877929688,768.8499755859375,738.5,742.0,2349883
2020-05-11,741.456298828125,750.5,770.9500122070312,744.8499755859375,770.9500122070312,1498957
2020-05-12,735.62744140625,744.5999755859375,755.5999755859375,735.0999755859375,747.0,1115902
2020-05-13,751.3357543945312,760.5,780.0,752.9500122070312,765.25,1752331
2020-05-14,737.7515258789062,746.75,770.5,741.0999755859375,756.7999877929688,987397
2020-05-15,742.888916015625,751.9500122070312,754.4500122070312,742.2000122070312,754.4500122070312,1032406
2020-05-18,692.3058471679688,700.75,750.0,694.4500122070312,750.0,1705933
2020-05-19,694.4793090820312,702.9500122070312,720.0,698.0,709.0,1496613
2020-05-20,707.1744384765625,715.7999877929688,717.7000122070312,700.0,701.0,1289104
2020-05-21,721.5985717773438,730.4000244140625,742.9500122070312,716.0499877929688,717.7999877929688,1400397
2020-05-22,721.1539306640625,729.9500122070312,744.0,723.5,732.0,1507444
2020-05-26,745.3587646484375,754.4500122070312,756.0,731.4000244140625,735.0,1110985
2020-05-27,732.218994140625,741.1500244140625,754.4000244140625,737.2000122070312,752.0,682804
2020-05-28,739.0852661132812,748.0999755859375,754.75,740.0,745.0,1134155
2020-05-29,759.3876342773438,768.6500244140625,783.0,745.4000244140625,747.9500122070312,7090367
2020-06-01,765.4634399414062,774.7999877929688,780.9500122070312,765.9000244140625,776.0,1712847
2020-06-02,770.1068725585938,779.5,791.0,774.2999877929688,783.7999877929688,1388838
2020-06-03,797.374267578125,807.0999755859375,814.7999877929688,784.5,789.0,2163284
